name,sogae,jungbo,eyong_time,entrence_fee,jangso_property,objectivity,objectivity_etc,soyo_time,difficulty,convenience,etc,real_sogae,plc_address,plc_call,plc_tags,x,y,emd,tags,tag_count,b_parking,b_elevator,b_toilet,b_toilet_space,b_seat,b_anneso,b_dolbom
더마파크,세계최초의 말전문테마공원,연중 무휴,"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,장애인 할입 입장료 : 18.000원",실외,"체험,공연/전시",,1~2시간,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,경보 및 피난시설,엘리베이터",우수관광사업체,"세계최초의 말전문 테마공원인 라온더마파크는 회원제를 기본으로 운영되는 승마장이지만, 기마공연, 승마체험, 카드라이더 등 관광객들도 체험할 수 있는 컨텐츠를 두루 제공하여 관광객들의 발길을 사로 잡고 있다.'천년의 제국 아! 고구려' 라는 제목의 기마공연은, 고구려의 시조 주몽의 일대기를 주제로 화려한 기마기술과 유머, 역사가 펼쳐지는 기마 서사극이다. 수십명에 이르는 걸출한 몽골출신 기마공연가들이 출연해 화려한 승마기술을 선보인다. 공연은 50분정도로 긴 편이지만 어른부터 아이까지 감탄을 마지않을 화려한 승마쇼를 보다보면 금새 공연이 끝나 아쉬움을 자아낸다.승마체험은 초보부터 전문가까지 아우르는 다양한 코스를 제공한다. 단거리와 장거리, 귀족코스로 나뉘며, 말을 타고 승마장 바깥으로 나가 자연을 만끽할 수 있는 외승코스도 운영되고 있다. 그밖에 아이들이 좋아할만한 말먹이주기 체험과 카트체험 등이 있다. ",제주특별자치도 제주시 한림읍 월림7길 155,(+82) 064-795-8080,#우수관광사업체 #승마 #실내 #액티비티 #아이 #맑음 #사계절,126.2415048,33.35553875,한림읍,"['우수관광사업체', '승마', '실내', '액티비티', '아이', '맑음', '사계절']",7,yes,no,yes,yes,yes,yes,no
돈내코,한라산에서 내려오는 차고 맑은 물을 맞으며 물놀이하기에 좋은 곳,연중무휴,"평일 : 08:00 ~ 19:00 , 주말 : 08:00 ~ 19:00",,,,,,,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",,"제주의 백중날에는 닭을 잡아먹고 물맞이를 하는 풍습이 있다. 이날 물을 맞으면 모든 신경통이 사라진다는 옛이야기가 전해오고 있어 백중날 가장 많이 붐비는 곳이 바로 돈내코다. 한라산에서 내려오는 얼음같이 차고 맑은 물이 항상 흐르고, 주위의 경관 또한 빼어나 피서지로도 유명한 곳이다. 계곡 양쪽은 난대 상록수림으로 덮여있고 한란과 겨울딸기가 자생하고 있는데다 폭포가 있어서 경치가 매우 아름답다. 한라산이 가장 웅장하게 보이는 곳으로 알려져 있다. ",제주특별자치도 서귀포시 516로 (상효동),(+82) 064-710-6920,#폭포 #계곡 #액티비티 #부모 #아이 #맑음 #여름,126.59885039999999,33.32508143,516로,"['폭포', '계곡', '액티비티', '부모', '아이', '맑음', '여름']",7,no,no,no,no,no,no,no
서귀포자연휴양림,다양한 생태계를 보여주고 뚜렷한 계절적 감각을 느낄 수 있는 제주권 최고의 휴양림,"입장 시간 : 17:00까지 / 기상악화, 천재지변 등 안전한 이용을 위해 입장이 제한될 수 있음","평일 : 09:00 ~ 17:30 , 주말 : 09:00 ~ 17:30","유료,일반입장료 : 1.000원 / 장애인입장료 : 무료 (1-3급 동반 1인까지)",실외,"등산,체험",,1~2시간,중,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,흡연구역",,"현재 서귀포자연휴양림은 정부의 사회적 거리두기 방역조치 조정에 따라 이용인원을 제한하여, 야영시설을 절반만 개방하는 등 입장을 제한하고 있습니다. 방문전에는 전화 등을 통해 이용방법을 미리 확인해주시고, 마스크 착용, 입장전 발열체크, 참석명부 작성 등 방역수침 지침도 준수해주시기 바랍니다.서귀포자연휴양림은 인공조림의 요소를 가능한 한 줄이고, 제주도 산과 숲 그대로의 특징을 살려 쾌적한 휴양과 산림욕을 즐길 수 있는 우리나라 최남단의 자연 휴양림이다. 해발고도 700m에 위치한 휴양림 내의 온도는 서귀포시내와 10°C 정도의 차이가 나는데, 이로 인해 특히, 봄부터 가을까지 가족, 친구들과 함께 질 좋은 삼림욕과 산책, 캠핑을 마음껏 즐길 수 있다.산 아래에 도착한 후 휴양림까지 잘 닦여진 도로를 따라 오르다 보면 우리나라 다른 곳에서는 볼 수 없는 여러가지 이국적인 수종들을 맘껏 구경할 수 있다. 또 도로가 굽어지는 곳곳마다 차를 세워 발 밑에 펼쳐지는 아름다운 서귀포 시가지와 바다 풍경을 내려다보는 재미도 맛볼 수 있다.휴양림 안으로 들어서면 사방이 온통 푸른 나무들로 가득하여 녹음이 짙다. 길 하나가 숲을 둥글게 돌아가며 나있다.신을 벗고 맨발로 길을 따라 걷다보면 향긋하고 시원한 내음이 코 끝에 가득하다.이 내음은 피톤치드라는 향기로 식물이 살균, 살충작용을 위해 내뿜는 것이고사람이 이를 마시거나 피부에 접촉하면 심신이 맑아지고 건강에 좋다고 한다. 이것이 바로 삼림욕이다.천연림인 이 곳은 각종 야생동식물의 서식지이기도 하다.숲길을 걷다보면 종종 노루, 다람쥐 등과 마주치기도 하고 크낙새 소리를 들을 수 있으며 각종 희귀화 종(花種)들이 가득하다.숲을 돌아 전망대에 오르면 하늘에서 내려보듯 올망졸망 서귀포 시가지와 탁 트인 태평양 푸른 바다가 한눈에 들어온다.업체 상세소개조성면적 : 255ha시설현황 : 숲속의집, 산림휴양관 등 55종관리운영 : 서귀포시 (산림휴양관리소)1일 수용인원 : 1,500명1일 최적수용인원 : 700명주차대수 : 200대 (대형 4, 소형 196)개 장 일 : 1995. 3. 21상세요금○ 휴양림 입장료 및 주차료?어  른 : 개인 1,000원    단체 : 800원?청소년 : 개인   600원    단체 : 500원?어린이 : 개인   300원    단체 : 200원?대  형 : 3,000원    중?소형 : 2,000원    경형 : 1,000원○ 숙박 이용료 : 규모별, 수용인원, 시기에 따라 34,000원 ~ 250,000원? 장애 1급 ~ 3급인 경우 50%, 4급 ~ 6급인경우 30% 할인? 국가유공자 1급 ~ 3급인 경우 50%, 4급 ~ 6급인 경우 30% 할인? 지역주민 30% 할인(대천동, 중문동 주민만 해당)? 다자녀 가정인 경우 30% 할인(세 자녀 모두 만 19세 미만)※ 할인 대상자 본인이 이용할 경우 해당되며 증빙서류 반드시 지참,주중 요금에만 할인 적용됨",제주특별자치도 서귀포시 1100로 882,(+82) 064-738-4544,#사계절 #휴양림 #걷기/등산 #휴식/힐링 #캠핑장 #야영장,126.4587547,33.31150196,1100로,"['사계절', '휴양림', '걷기/등산', '휴식/힐링', '캠핑장', '야영장']",6,yes,no,yes,yes,no,no,no
서귀포칠십리시공원,외돌개와 해안올레길을 연결하는 공원,,,,,,,,,"공용주차장,화장실,편의점,음료대",,"천지연폭포를 조망할 수 있는 넓고 푸른 쉼터제주올레 6코스를 걷다 보면 외돌개와 해안올레길을 연결하는 서귀포 칠십리 공원을 발견할 수 있다.이 공원을 둘러보면 시나 노래 가사가 새겨진 돌들을 볼 수 있는데,여기에 새겨진 글들은 서귀포를 주제로 한 것들이기 때문에 더욱더 서귀포의 분위기에 빠져들게 된다.그냥 공원을 거닐거나 잠시 앉아 쉬는 것뿐만 아니라 여유롭게 산책하며 마음의 양식을 쌓을 수 있는 시간을 보낼 수 있다.풀과 나무, 연못 등 다양한 자연의 모습들이 조화돼 이곳의 풍경을 더 여유롭게 만들어준다.천지연폭포와도 가까워 천지연폭포를 조망할 수 있는 특별함도 가지고 있다.이 곳은 잔디가 넓게 펼쳐져 있어서 가족들이나 친구들과 소풍을 즐길 수도 있고,놀이터도 있어 어린아이들이 뛰어 놀기에도 좋으며, 맑고 푸른 경치와 조용한 공원의 분위기를 느끼며 산책하기에도 좋다.공원 안에는 다양한 조형물과 미술관도 자리 잡고 있기 때문에 문화예술적인 볼거리도 갖춰져 있어서 곳곳마다 발걸음을 멈추게 만들 것이다. 남녀노소 편하게 쉴 수 있는 쉼터로도 안성맞춤이고 다양한 볼거리가 있는 서귀포 칠십리 공원에서여유로운 휴식과 산책을 즐긴다면 제주 여행의 매력을 더 깊이 느낄 수 있다. ",제주특별자치도 서귀포시 서홍동 576-9,(+82) --,#휴식/힐링 #커플 #맑음 #봄,126.5534768,33.24601841,서홍동,"['휴식/힐링', '커플', '맑음', '봄']",4,no,no,no,no,no,no,no
점보빌리지,제주속 작은 동남아 점보빌리지 코끼리테마쇼,"연중 무휴 / 공연시간 13:30, 15:00, 16:30","평일 : 09:30 ~ 17:30 , 주말 : 09:30 ~ 17:30","무료,주차요금 별도",실내+실외,"공연/전시,기타",,1시간 미만,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설",,"서귀포시 안덕면에 위치한 점보빌리지에서는 우리나라에서는 평상시에 보기 힘든 코끼리, 공연을 하는 모습까지 볼 수 있다. 코끼리 테마쇼는 동남아에서 온 현지조련사가 직접 진행하며, 코끼리가 얼마나 똑똑한 동물인지 실감하는 시간이 될 수 있다. 관광객이 직접 공연에 참여하여 코끼리 안마를 받고, 코끼리에게 먹이를 주는 등 동물과 교감할 수 있는 기회가 제공된다. 코끼리테마쇼는 하루 3회 진행되며, 공연장은 무척 넓어서 단체관람이 가능하다. ",제주특별자치도 서귀포시 안덕면 평화로 319번길 31-11,(+82) 064-792-1233,#실내 #테마공원 #아이 #사계절,126.30508049999999,33.27624821,안덕면,"['실내', '테마공원', '아이', '사계절']",4,yes,no,yes,no,yes,yes,no
제주곶자왈도립공원,"곶자왈의 생태와 휴양, 체험, 학습을 제공하는 생태관광지","동절기(11월~3월) 입장시간 09:00 ~ 15:00, 탐방시간 09:00 ~ 17:00 / 하절기(4월~10월) 입장시간 09:00 ~ 16:00, 탐방시간 09:00 ~ 18:00","평일 : 07:00 ~ 16:00 , 주말 : 07:00 ~ 16:00","유료,장애인 무료",실외,기타,산책로,1시간 미만,하,"공용주차장,유도 및 안내시설",,"곶자왈이란 나무, 덩굴식물, 암석 등이 뒤섞여 수풀처럼 어수선하게 된 곳을 일컫는 제주도 방언으로,특히 제주 곶자왈은 세계에서 유일하게 열대 북방한계 식물과 남방한계 식물이 공존하는 특별한 곳이다. 제주 곶자왈 도립공원은 다양한 생명들이 살아 숨 쉬는 신비로운 곳인 곶자왈의 생태를 보호하고,사람들에게 휴양 공간, 체험·학습 등을 제공하는 생태관광지이다.총 5개의 코스가 있어 다양한 곶자왈의 모습을 감상할 수 있다. 이곳의 길은 포장된 길이 아니기 때문에 긴팔, 긴바지와 함께 걷기 편한 신발을 신고 오는 것이 좋고,구두나 샌들, 키높이 운동화 착용 시에는 탐방이 금지된다.탐방로를 걷다 보면 다양한 식물, 곤충 등의 들을 만날 수 있어 도시에서는 볼 수 없는 모습을 마음껏 눈에 담을 수 있다.동식물들뿐만 아니라 다양한 형태의 암석들을 구경하는 재미도 있다. 전망대에 오르면 넓게 펼쳐진 숲의 푸른 전경과 주변 오름 등을 조망할 수 있어 발걸음을 뗄 수 없게 만드는 풍경을 연출한다.곶자왈 입구에는 카페도 자리 잡고 있기 때문에 곶자왈 탐방을 끝내고 난 후 휴식을 취할 수 있다.",제주특별자치도 서귀포시 대정읍 에듀시티로 178,(+82) 064-792-6047,#숲길 #걷기/등산 #커플 #흐림,126.27357169999999,33.28322215,대정읍,"['숲길', '걷기/등산', '커플', '흐림']",4,yes,yes,yes,yes,no,yes,no
제주목관아,조선시대 제주도 관청,연중무휴 09:00~18:00(17:30에 매표마감),"평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00","유료,Adults 1.500 won / Youth 800 won / Children 400 won / Free admission for the handicapped",실외,공연/전시,,1시간 미만,하,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",,"현재 제주목관아는 정부의 사회적 거리두기 방역조치 조정에 따라 이용인원을 제한하고 있습니다. 방문전에는 전화 등을 통해 이용방법을 미리 확인해주시고, 마스크 착용, 입장전 발열체크, 참석명부 작성 등 방역수침 지침도 준수해주시기 바랍니다.제주목관아는 관덕정(보물 제322호)을 포함하는 주변 일대에 자리하고 있었으며, 주요 관아시설이 있었던 곳이다. 탐라국 이래 조선시대에 이르기까지 제주 행정의 중추 역할을 해왔던 제주목 관아지를 1991년부터 1998년까지 4차례 발굴조사한 결과 문헌상에 나타나는 중심건물인 홍화각(弘化閣), 연희각(延羲閣), 우연당(友蓮堂), 귤림당(橘林堂), 영주협당(瀛洲協堂) 등 30여 채의 건물의 흔적이 확인되었고, 지난 1993. 3. 30일과 2003. 7. 6일 2회에 걸쳐 주변토지가 국가 사적지 제380호로 지정되었다.  ",제주특별자치도 제주시 관덕로 25,(+82) 064-710-6713,#문화유적지 #흐림 #맑음 #사계절,126.52180390000001,33.51400171,관덕로,"['문화유적지', '흐림', '맑음', '사계절']",4,yes,no,yes,yes,no,yes,no
추자도,"한반도 남서부와 제주특별자치도의 중간 지점에 위치하며, 상추자도·하추자도를 묶어 추자도라고 함",,,,,,,,,,,"제주도와 전라남도의 중간지점에 위치한 추차도는 상추자와 하추자로 이루어져 있으며, 부근에 4개의 유인도와 38개의 무인도가 있는 섬이다.추자도는 예로부터 멸치잡이로 유명하며 벵어돔, 돌돔, 참돔, 전갱이 등의 고급 어종이 많이 잡혀 바다낚시에 대한 인기가 상당히 높다.근래에 추자올레코스가 생긴 후 부터는 낚시꾼뿐만 아니라 일반 관광객도 많이 찾는 섬이 되었다.이로 인하여 민박 등의 숙박 시설도 마을마다 운영하고 있으며 펜션도 운영된다. ",제주특별자치도 제주시 추자면 추자도,(+82) 064-742-8406,#경관/포토 #가을,126.32009690000001,33.947013500000004,추자면,"['경관/포토', '가을']",2,no,no,no,no,no,no,no
한림해안도로,귀덕궤물동산에서 비양도를 지나 옹포사거리까지 여유를 느끼며 달릴 수 있는 해안도로,연중무휴,,,,,,,,,,"귀덕궤물동산에서 옹포사거리까지의 한림해안로는 날씨에 상관없이 아름다운 풍경을 연출해낸다. 약 12km의 해안도로로, 다른 곳에 비해 많이 알려져 있지 않아 조용함과 여유로움을 느낄 수 있다. 특히 제주올레 14코스의 종점이자 15코스의 시작점인 한림항을 지나면 ‘날아온 섬’이라는 뜻의 비양도가 보인다.조금 더 가다보면 피서철에 인기가 좋은 협재해수욕장과 금능해수욕장을 만나게 된다. 에메랄드빛 바다와 하얀 모래밭, 환상의 낙조, 비양도를 마주보는 풍경은 차를 멈추고 감상에 빠져들게 한다. 비양도를 배경으로 한 일몰 사진과 여행사진을 남기기 좋은 곳이다. ",제주특별자치도 제주시 한림읍 귀덕리,(+82) --,#커플 #친구 #드라이브 #올레 #자전거,126.29063219999999,33.43361735,한림읍,"['드라이브', '올레', '자전거', '함께']",4,no,no,no,no,no,no,no
교래자연휴양림,교래자연휴양림은 곶자왈 생태 체험이 가능한 최초의 휴양림이다. 휴양림 안에 생태관찰로(2.5km)와 오름산책로(7km) 두 가지 탐방코스가 있다. 탐방길을 걷다 보면 함몰지와 돌출지가 불규칙하게 이어지는데 이 때문에 곶자왈은 열대 북방한계식물과 한대 남방한계식물이 공존하는 독특한 식생을 갖게 되었다.,연중무휴,"평일 : 07:00 ~ 17:00 , 주말 : 07:00 ~ 17:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,엘리베이터",,"현재 교래자연휴양림은 정부의 사회적 거리두기 방역조치 조정에 따라 이용인원을 제한하여, 하루 최대 300명까지로 입장을 제한하고 있습니다. 방문전에는 전화 등을 통해 이용방법을 미리 확인해주시고, 마스크 착용, 입장전 발열체크, 참석명부 작성 등 방역수침 지침도 준수해주시기 바랍니다.곶자왈은 ‘곶’과 ‘자왈’의 합성어이다. 제주어로 곶은 ‘숲’, 자왈은 ‘자갈이나 바위 같은 암석 덩어리’를 뜻한다.곶자왈은 화산이 폭발하면서 분출한 용암 지형으로 나무와 돌 따위가 제멋대로 뒤섞여있는 제주의 독특한 숲을 의미한다. 돌이 많은 곶자왈 지역에서는 농사를 지을 수 없다. 주민들은 곶자왈 지대를 주로 방목지로 이용하였고 이곳에서 땔감을 얻고 숯을 만들어 쓰기도 했다. 하지만 곶자왈이 독특한 식생으로 숲을 이루고 제주 생태계의 허파가 되어왔다는 사실이 알려지면서 학술적 의미가 공감되고 보존가치가 증폭되기 시작했다.교래자연휴양림은 곶자왈 생태 체험이 가능한 최초의 휴양림이다.휴양림 안에 생태관찰로(2.5km)와 오름산책로(7km) 두 가지 탐방코스가 있다.탐방길을 걷다 보면 함몰지와 돌출지가 불규칙하게 이어지는데 이 때문에 곶자왈은 열대 북방한계식물과 한대 남방한계식물이 공존하는 독특한 식생을 갖게 되었다.아열대식물인 천량금을 비롯해 주름고사리, 개톱날고사리 등 남방계 식물은 물론 한라산 고지에서나 볼 수 있는 좀고사리와 한반도의 최북단인 두만강이나 압록강에서도 서식하는 골고사리, 큰지네고사리 등 북방계 식물도 관찰된다.곶자왈에는 곧게 뻗어 솟은 나무들이 없다.돌과 바위를 비집고 태어난 나무들은 휘어지고 구부러진 채로 자라났으며 덩굴을 둘둘 감은 채 살아간다.특히 화산석을 휘감고 땅 위로 뿌리를 노출한 나무도 쉽게 볼 수 있는데 이를 ‘판근현상’이라 한다.교래자연휴양림 숲에는 겨울철 추위를 피해 내려온 노루들이 피난처로 이용한 노루굴, 곶자왈에 방목된 우마들을 관리하던 움막터, 숯을 만들어 내던 가마터의 흔적이 아직 남아있다. ",제주특별자치도 제주시 조천읍 남조로 2023,(+82) 064-710-7764,#휴양림 #걷기/등산 #휴식/힐링 #부모 #아이 #흐림 #여름,126.65671100000002,33.45136457,조천읍,"['휴양림', '걷기/등산', '휴식/힐링', '부모', '아이', '흐림', '여름']",7,yes,no,yes,yes,no,no,no
금악오름(왕매),금악오름에서 패러글라이딩 풍경 감상하기,연중무휴,,,,,,,,공용주차장,,"오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.금악오름은 한림읍 금악리 금악마을에 자리한 오름으로, 비교적 평탄한 지형에 오롯이 서있는 모습이 꽤나 고매하게 느껴지는 오름이다. 분화구를 중심으로 남북으로 높은 두개의 봉우리가 있다. 산정화구호가 있는 몇 안되는 오름 중 하나이다. 화구호에는 원래 수량이 풍부하였는데, 현재는 바닥이 드러나 있고 비가오면 물이 고이지만 오래가지는 않는다. 이 화구호는 왕매라 불린다.산정화구호 뿐만 아니라 정상에서 바라보는 경치와 정상 분화구의 능선이 아름다워서 관광객들이 즐겨 찾는 오름 중 하나이다. 해발고도는 428m지만, 비고는 178m밖에 않아 금방 오를 수 있다. 분화구 둘레는 1.2km나 되어 제주의 풍경을 즐기며 산책하기 좋다. 정상에서는 한라산, 비양도, 금악마을, 돼지농장, 블랙스톤 골프장 등이 보인다. 파란 바다와 푸른 초원, 그 위로 풀을 뜯고 있는 말들의 목가적인 풍경에서 평화로움을 만끽할 수 있다.금악오름은 금오름이라고도 불리는데, '검, 감, 곰, 금'은 어원상 신(神)이란 뜻이여서 옛날부터 신성시 되어온 오름이라는 것을 알 수 있다. 오름에는 해송, 삼나무, 찔레, 보리수, 윷노리나무 등이 자생하고 있다. ",제주특별자치도 제주시 한림읍 금악리 산 1-1,(+82) --,#일몰 #오름 #걷기/등산 #커플 #흐림 #가을 #금오름,126.30558640000001,33.35569584,한림읍,"['일몰', '오름', '걷기/등산', '커플', '흐림', '가을', '오름']",7,no,no,no,no,no,no,no
논짓물,해수와 담수가 만나는 곳에 있는 천연 해수욕장,그늘캐 대여료 : 2만원 (사용시간 : 오전 8시 ~ 오후 7시),,,,,,,,"공용주차장,화장실,유도 및 안내시설",,"논짓물은 용천수가 바다로 흘러나가며 바닷물과 민물이 만나 만들어진 천연 해수욕장이다. 많은 양의 민물이 해안과 너무 가까운 곳에서 솟아나 농업용수나 식수로 사용할 수 없어서, 물을 그냥 버린다(논다)는 의미로 '논짓물'이라고 불렀다. 지금은 바다로 유입되는 민물의 양이 많아 둑을 막아 풀장과 샤워장을 만들어 여름 물놀이 장소로 인기가 좋다. 여름마다 '예래생태마을체험축제'가 열리기도 하는데, 맨손으로 넙치를 잡는 등 다양하고 특별한 체험을 할 수 있다. 논짓물은 바당올레(바다올레)인 올레길 8코스 '월평-대평 올레'의 일부이다. 옆에 쭉 뻗어있는 예래해안로는 바다를 감상할 수 있는 멋진 드라이브코스이기 때문에 논짓물과 함께 들러보면 좋을 것이다.  ",제주특별자치도 서귀포시 하예동,(+82) 010-4693-0656 (예래4동 청년회),#커플 #혼자 #친구 #부모 #아이 #여름 #액티비티 #맑음,126.37871750000001,33.24121093,하예동,"['부모', '아이', '여름', '액티비티', '맑음']",5,no,no,no,no,no,no,no
북촌돌하르방미술관,"숲, 만남, 그리고 평화. 제주의 자연과 문화 그리고 예술이 함께 어우러진 감성공간.","09:00-18:00 (하절기, 입장시간 30분전 마감) / 09:00-17:00 (동절기, 입장시간 30분전 마감) / 설날 및 추석등 변동휴무","평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00",,,,,,,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",,"가장 제주다운 관광지' 라는 방문객들의 뜨거운 찬사를 받고 있는 북촌돌하르방미술관은 미술을 전공한 김남흥 원장이 15여년의 세월동안 개인의 힘으로 묵묵히 일구어온 생명,평화의 공원이자 문화,예술 공원이다.제주 도내외에 흩어져 있는 48기의 돌하르방(제주도 민속자료 제2호)을 원형 그대로 재현해 전시하고 있을 뿐만 아니라 현대적인 해석으로 탄생한 다양한 형태의 돌하르방과 250여 가지의 다양한 조형물들을 공원 곳곳에서 야외전시 하고 있으며, 곶자왈 산책길에서는 각종 양치식물 및 청미래덩굴, 자귀나무, 구찌뽕나무 등 다양한수목을 관찰할 수 있어 살아 숨쉬는 자연을 그대로 접할 수 있다. ",제주특별자치도 제주시 조천읍 북촌서1길 70,(+82) 064-782-0570,#테마공원 #부모 #친구 #커플 #아이 #맑음 #봄 #겨울,126.6888123,33.538847499999996,조천읍,"['테마공원', '부모', '아이', '맑음', '봄', '겨울', '함께']",7,no,no,no,no,no,no,no
사계해변,산방산과 용머리의 장관이 한눈에,연중무휴,,,,,,,,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",,"산방산 바로 아래쪽에 위치한 작고 한적한 해변이다. 올레길 10코스 구간을 따라 걷다 보면 사계해변에서 산방산과 한라산, 그리고 용머리해안까지 한눈에 담아 볼 수 있다. ‘사계’ 란 해안변을 따라 형성된 깨끗한 모래와 푸른 물이 어우러지는 명사 벽계를 일컫는 말이다. 사계해변은 그 특유한 한적한 분위기뿐만 아니라, 주변의 유명한 관광지가 많아 이름이 더 널리 알려졌다.영주 십경 중 하나인 산방굴사, 용머리해안 및 형제섬 등 천연 관광 자원을 갖춘 곳이다. 형제섬은 사계리 앞 해상 두 개의 바위섬으로 이루어진 무인도로 사계리 마을 앞 1.5km 해상에서 마치 다정한 형제가 나란히 서있는 것 같다 하여 명명되었다고 한다. 낚시꾼들 사이에서는 제주 남서부 연안의 감성돔 낚시터로 손꼽히는 곳이다.따라서, 사계해변인근 사계포구에서 어선을 빌려 형제섬으로 출조하는 낚시꾼들이 많다. 인근 마을은 한적한 곳이긴 하나 곳곳에 작은 카페들이 있어 잠시 머물러 가기에도 좋다. 유명 관광지를 한눈에 담을 수 있는 곳이기도 하여 전문 사진작가들도 종종 제주의 한적한 풍경을 찍어가기도 한다. 색다르게 사계해변을 즐기고 싶다면 일출을 보러 오는 것도 좋다. 떠오르는 해를 따라 그림자 진 형제섬 그리고 반짝이는 수평선을 바라보고 있으면 다시 한번 제주에 빠져든다. ",제주특별자치도 서귀포시 안덕면 사계리,(+82) 064-760-2772,#일출 #해변 #휴식/힐링 #커플 #맑음 #봄,126.30651409999999,33.23169414,안덕면,"['일출', '해변', '휴식/힐링', '커플', '맑음', '봄']",6,no,no,no,no,no,no,no
서귀포해안,서귀포시 호근동 일대에 펼쳐진 해안경승지,연중무휴,,,,,,,,"공용주차장,화장실,음료대,유도 및 안내시설",,"서귀포항은 칠십리를 에워싼 해안절벽의 웅장함과 파란 물결위에 호위하는 듯 두둥실 떠있는 섬들의 수려함으로 빼어난 미항의 하나다. 서귀포항을 중심으로 부두와 섬 속의 섬, 화물선과 낚시어선, 칠십리해안이 어우러진 전경은 서귀포 칠십리 관광의 진수라 할 수 있다. 이곳이 바로 '서귀포 칠십리 해안경승지' 이다.'서귀포 칠십리 해안경승지'는 서귀포시가 지정한 서귀포 70경 중의 한 곳이다. 특히 서귀포칠십리 해안경승지는 일출과 일몰이 아름다운 곳으로 잘 알려져 있다. 더구나 서귀포 항은 천지연 폭포 입구에 있어, 폭포의 아름다움에 흠뻑 취해서 돌아온 사람들에게는 간이역의 역할을 한다. 특히 서귀포항은 칠십리를 에워싼 해안절벽의 웅장함과 파란 물결 위에 호위하는 듯 두둥실 떠있는 섬들의 수려함으로 빼어난 미항의 모습을 보여주고 있다. ",제주특별자치도 서귀포시 서호동,(+82) 064-760-2772,#커플 #친구 #맑음 #휴식/힐링 #해변,126.51734679999998,33.26418649,서호동,"['맑음', '휴식/힐링', '해변', '함께']",4,no,no,no,no,no,no,no
연화못,제주 서부의 숨은 비경 연화못,,,,,,,,,"공용주차장,음료대,유도 및 안내시설",,"연꽃이 많은 연못이라는 데서 이름지어진 연화못은 제주 유명한 명소인 더럭분교 인근에 위치하고 있다.연화못은 넓이가 3,780여 평으로 봉천수에 의한 연못으로는 제주도에서 가장 넓으며 연화못은 마을 안에 위치하고 있어갈수기에는 농업용수로 이용할 뿐만 아니라 연꽃·수련·소리쟁이·쇠무릎 등과 각종 수생 식물을 비롯하여 어류 등 다양한 종이 서식하고 있다.연못 서쪽의 동산에는 팽나무가 우거져 있어 한층 더 경관을 아름답게 한다. ",제주특별자치도 제주시 애월읍 고하상로,(+82) 064-799-1598,#휴식/힐링 #여름,126.3564878,33.44430858,애월읍,"['휴식/힐링', '여름']",2,no,no,no,no,no,no,no
우도잠수함(제주씨월드),제주도만의 자연적인 바닷속을 직접보고 느끼고 몸으로 체험을 할 수 있는 곳,"연중무휴 / 45분 간격 / 계절별 일출, 일몰, 기상상태에 따라 운항 및 시간 조정","평일 : 08:20 ~ 18:00 , 주말 : 08:20 ~ 18:00",,,,,,,"현금결제,카드결제,화장실",우수관광사업체,"제주씨월드(주) 우도잠수함은 '섬속의 섬' 우도에서 신비의 해저세계와 세계자연유산 및 세계7대자연경관에 선정된 성산일출봉을 한 눈에 관람할 수 있다. 성산포항에서 해저잠수함 선착장까지 이동하면서 유람선을 타고 우도 해상비경 및 성산일출봉까지 즐기고, 선착장에서는 잠수함을 타고 바다 밑으로 내려간다. 이동거리가 국내 최대인 500m로 30m 아래 바닷속에서 지상에선 보기 힘든 바라 아래 세계의 아름다움을 감상할 수 있다.  ",제주특별자치도 서귀포시 성산읍 성산등용로 130-21,(+82) 064-784-2333,#액티비티 #부모 #아이 #우수관광사업체,126.9345061,33.47292799,성산읍,"['액티비티', '부모', '아이', '우수관광사업체']",4,no,no,no,no,no,no,no
